f1,f2,f3,f4,f5,num,validation
城镇住宅投资(亿元),特殊教育招生数(万人),城镇居民医疗保险基金累计结余(万元),公路旅客周转量(亿人公里),小学生师比(教师人数=1),1003,0.687406401922
固定资产投资(不含农户)住宅施工面积(万平方米),农村集中供养五保人数(万人),城镇居民医疗保险基金收入(万元),普通小学招生数(万人),小学生师比(教师人数=1),1396,0.687382998008
固定资产投资(不含农户)房屋施工面积(万平方米),普通小学学校数(所),国内外观设计专利申请授权量(项),农村卫生机构床位数(万张),小学生师比(教师人数=1),1453,0.687365324425
全社会固定资产投资中其他资金(亿元),机动脱粒机数量(台),建筑业城镇单位就业人员(万人),普通高中招生数(万人),小学生师比(教师人数=1),1571,0.687280519401
商品房销售面积(万平方米),村民委员会数(个),城镇居民医疗保险基金收入(万元),镇数(个),小学生师比(教师人数=1),399,0.687236180742
房地产开发住宅投资额(亿元),特殊教育毕业生数(万人),城镇居民医疗保险基金支出(万元),结婚登记(万对),小学生师比(教师人数=1),1895,0.68718375839
房地产住宅投资(亿元),特殊教育招生数(万人),城镇单位就业人员平均工资(元),公路旅客周转量(亿人公里),小学生师比(教师人数=1),1709,0.68713473924
全社会住宅投资(亿元),机动脱粒机数量(台),内资建筑业企业从业人员(万人),普通高中学校数(所),小学生师比(教师人数=1),1891,0.687011661485
固定资产投资(不含农户)住宅施工面积(万平方米),特殊教育招生数(万人),国内外观设计专利申请受理量(项),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),1954,0.686894764977
房地产业全社会固定资产投资(亿元),特殊教育毕业生数(万人),城镇居民基本医疗保险年末参保人数(万人),农村卫生机构床位数(万张),小学生师比(教师人数=1),2388,0.686879322499
全社会住宅投资(亿元),村民委员会数(个),家庭儿童收养登记总数(件),内地居民初婚登记(万人),小学生师比(教师人数=1),1587,0.686760282667
房地产住宅投资(亿元),艺术表演团体机构数(个),国内外观设计专利申请受理量(项),结婚登记(万对),小学生师比(教师人数=1),1414,0.686702713143
房屋施工面积(万平方米),新注册民用中型载客汽车拥有量(万辆),国内外观设计专利申请受理量(项),结婚登记(万对),小学生师比(教师人数=1),2219,0.686643476264
房地产开发住宅投资额(亿元),特殊教育招生数(万人),中国公民收养登记数(件),乡村人口(万人),小学生师比(教师人数=1),1337,0.686547071283
商品房销售面积(万平方米),农村集中供养五保人数(万人),中国公民收养登记数(件),国家重点优抚对象定期补助人数(万人),小学生师比(教师人数=1),378,0.686474605062
全社会住宅投资(亿元),村民委员会单位数(个),内资建筑业企业从业人员(万人),国家重点优抚对象(万人),小学生师比(教师人数=1),360,0.686457409584
房地产业全社会固定资产投资(亿元),艺术表演团体演出场次(万场次),城镇居民医疗保险基金收入(万元),内地居民登记结婚(万对),小学生师比(教师人数=1),2320,0.686335917624
房地产业固定资产投资(不含农户)(亿元),艺术表演团体国内演出场次(千场次),中国公民收养登记数(件),国家重点优抚对象(万人),政府办医院病床工作日(日),1125,0.686211979557
1-5亿元房地产开发投资额(亿元),特殊教育毕业生数(万人),城镇居民医疗保险基金收入(万元),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),2756,0.686179947312
固定资产投资(不含农户)房屋施工面积(万平方米),艺术表演团体演出场次(万场次),福利彩票提取公益金(亿元),结婚登记(万对),小学生师比(教师人数=1),80,0.686160747593
固定资产投资(不含农户)其他资金(亿元),特殊教育招生数(万人),国内外观设计专利申请受理量(项),公路旅客周转量(亿人公里),小学生师比(教师人数=1),1330,0.686120757899
房地产住宅投资(亿元),特殊教育毕业生数(万人),建筑业城镇单位就业人员(万人),普通小学毕业生数(万人),小学生师比(教师人数=1),1656,0.686066891106
房地产住宅投资(亿元),艺术表演团体国内演出场次(千场次),建筑业企业从业人员(万人),内地居民初婚登记(万人),小学生师比(教师人数=1),3060,0.686037585405
住宅商品房销售面积(万平方米),乡镇数(个),中国公民收养登记数(件),结婚登记(万对),小学生师比(教师人数=1),1290,0.68598285295
住宅商品房销售面积(万平方米),乡镇数(个),中国公民收养登记数(件),结婚登记(万对),小学生师比(教师人数=1),1292,0.68598285295
博物馆参观人次(万人次),艺术表演团体国内演出场次(千场次),城镇居民基本医疗保险年末参保人数(万人),普通小学毕业生数(万人),小学生师比(教师人数=1),913,0.685929599565
1-5亿元房地产开发投资额(亿元),村民委员会数(个),国内外观设计专利申请受理量(项),公路旅客周转量(亿人公里),小学生师比(教师人数=1),1326,0.685848169395
固定资产投资(不含农户)住宅施工面积(万平方米),艺术表演团体演出场次(万场次),建筑业城镇单位就业人员(万人),国家重点优抚对象(万人),小学生师比(教师人数=1),3188,0.685812728752
固定资产投资(不含农户)住宅施工面积(万平方米),艺术表演团体机构数(个),办公楼销售额(亿元),国家重点优抚对象(万人),小学生师比(教师人数=1),2141,0.685634101133
新注册民用小型载客汽车拥有量(万辆),农村集中供养五保人数(万人),中国公民收养登记数(件),普通高等学校无职称专任教师数(万人),小学生师比(教师人数=1),2733,0.685625050731
房地产开发住宅投资额(亿元),特殊教育毕业生数(万人),城镇居民医疗保险基金收入(万元),基层医疗卫生机构床位数(万张),小学生师比(教师人数=1),1019,0.685580270954
1-5亿元房地产开发投资额(亿元),自动气象站站点个数(个),城镇居民医疗保险基金支出(万元),结婚登记(万对),小学生师比(教师人数=1),371,0.685562051082
商品房销售面积(万平方米),特殊教育招生数(万人),公共图书馆参观展览人次(万人次),基层医疗卫生机构床位数(万张),小学生师比(教师人数=1),488,0.685485213171
公路客运量(万人),新注册民用中型载客汽车拥有量(万辆),建筑业城镇单位就业人员(万人),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),634,0.685464773366
博物馆参观人次(万人次),村民委员会数(个),城镇居民基本医疗保险年末参保人数(万人),初中毕业生数(万人),小学生师比(教师人数=1),1992,0.685443710816
房地产开发企业住宅新开工房屋面积(万平方米),普通小学学校数(所),内资建筑业企业从业人员(万人),国家重点优抚对象定期补助人数(万人),小学生师比(教师人数=1),1782,0.685441086912
全社会住宅投资(亿元),艺术表演团体国内演出场次(千场次),中国公民收养登记数(件),国家重点优抚对象(万人),政府办医院病床工作日(日),1124,0.685409904921
房地产业全社会固定资产投资(亿元),艺术表演团体演出场次(万场次),城镇居民医疗保险基金累计结余(万元),农村卫生机构床位数(万张),小学生师比(教师人数=1),2013,0.685351311804
餐饮业企业所有者权益合计(亿元),乡镇数(个),城镇居民医疗保险基金收入(万元),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),412,0.685319684691
房地产住宅投资(亿元),艺术表演团体国内演出场次(千场次),城镇单位就业人员平均工资(元),普通高中专任教师数(万人),小学生师比(教师人数=1),601,0.685307348737
住宅商品房销售面积(万平方米),普通小学学校数(所),城镇单位就业人员平均工资(元),普通高中在校学生数(万人),小学生师比(教师人数=1),2117,0.685285581863
福利彩票销售额(亿元),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金累计结余(万元),普通高中在校学生数(万人),小学生师比(教师人数=1),1223,0.685266489893
建筑业增加值(亿元),机动脱粒机数量(台),城镇居民医疗保险基金收入(万元),普通高等学校专科招生数(万人),小学生师比(教师人数=1),1843,0.685240232391
房地产开发企业住宅新开工房屋面积(万平方米),村民委员会单位数(个),中国公民收养登记数(件),农村卫生机构床位数(万张),小学生师比(教师人数=1),900,0.68522241539
全社会住宅投资(亿元),机动脱粒机数量(台),内资建筑业企业从业人员(万人),普通高中学校数(所),小学生师比(教师人数=1),1893,0.685174979963
福利彩票销售额(亿元),普通小学学校数(所),城镇居民基本医疗保险年末参保人数(万人),镇数(个),小学生师比(教师人数=1),1641,0.685126157977
福利彩票销售额(亿元),普通小学学校数(所),城镇居民基本医疗保险年末参保人数(万人),镇数(个),小学生师比(教师人数=1),1642,0.685126157977
福利彩票销售额(亿元),机动脱粒机数量(台),国内外观设计专利申请授权量(项),普通高等学校专科招生数(万人),小学生师比(教师人数=1),141,0.685043717614
房地产业全社会固定资产投资(亿元),机动脱粒机数量(台),建筑业城镇单位就业人员(万人),医疗卫生机构门诊健康检查人数(万人),小学生师比(教师人数=1),2825,0.685011078602
全社会住宅投资(亿元),机动脱粒机数量(台),家庭儿童收养登记总数(件),中等职业学校预计毕业生数(万人),小学生师比(教师人数=1),1895,0.684848076294
新注册民用小型载客汽车拥有量(万辆),乡村医生和卫生员数(万人),中国公民收养登记数(件),蔬菜播种面积(千公顷),小学生师比(教师人数=1),2697,0.684812426428
全社会住宅投资(亿元),乡村医生和卫生员数(万人),国内外观设计专利申请受理量(项),镇数(个),小学生师比(教师人数=1),2687,0.68478379372
公路客运量(万人),特殊教育招生数(万人),建筑业城镇单位就业人员工资总额(亿元),结婚登记(万对),小学生师比(教师人数=1),2439,0.684734215748
全社会住宅投资(亿元),农村集中供养五保人数(万人),中国公民收养登记数(件),医疗卫生机构出院人数(万人),小学生师比(教师人数=1),1369,0.684700853808
房地产业固定资产投资(不含农户)(亿元),艺术表演团体演出场次(万场次),社会组织女性职工人数(人),普通高中专任教师数(万人),小学生师比(教师人数=1),666,0.684691274627
房屋施工面积(万平方米),自治组织单位数(个),城镇居民医疗保险基金收入(万元),农村卫生机构床位数(万张),小学生师比(教师人数=1),1819,0.684684124967
公路客运量(万人),特殊教育招生数(万人),公共图书馆参观展览人次(万人次),初中学校数(所),小学生师比(教师人数=1),1341,0.684673228547
固定资产投资(不含农户)(亿元),特殊教育在校学生数(万人),建筑业城镇单位就业人员(万人),普通小学在校学生数(万人),小学生师比(教师人数=1),774,0.684510967071
固定资产投资(不含农户)(亿元),艺术表演团体演出场次(万场次),中国公民收养登记数(件),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),1215,0.68450457017
城镇住宅投资(亿元),特殊教育招生数(万人),城镇居民医疗保险基金收入(万元),基层医疗卫生机构床位数(万张),小学生师比(教师人数=1),1697,0.684467225641
福利彩票销售额(亿元),农村集中供养五保人数(万人),中国公民收养登记数(件),普通高等学校无职称专任教师数(万人),小学生师比(教师人数=1),2757,0.684460554897
固定资产投资(不含农户)其他资金(亿元),艺术表演团体演出场次(万场次),社会组织女性职工人数(人),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),252,0.684379659402
全社会固定资产投资中其他资金(亿元),艺术表演团体演出场次(万场次),国内外观设计专利申请授权量(项),结婚登记(万对),小学生师比(教师人数=1),69,0.684378771119
全社会固定资产投资中其他资金(亿元),艺术表演团体演出场次(万场次),国内外观设计专利申请授权量(项),结婚登记(万对),小学生师比(教师人数=1),67,0.684378771119
新注册民用汽车拥有量(万辆),普通小学学校数(所),中国公民收养登记数(件),国家重点优抚对象(万人),小学生师比(教师人数=1),980,0.684369223209
城镇住宅投资(亿元),普通小学学校数(所),家庭儿童收养登记总数(件),内地居民初婚登记(万人),小学生师比(教师人数=1),272,0.684360615128
固定资产投资(不含农户)其他资金(亿元),特殊教育在校学生数(万人),公共图书馆参观展览人次(万人次),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),2561,0.684343627805
教育城镇单位就业人员工资总额(亿元),普通小学学校数(所),社会组织女性职工人数(人),镇数(个),小学生师比(教师人数=1),1307,0.684343364643
商品房销售面积(万平方米),村民委员会数(个),城镇居民医疗保险基金累计结余(万元),国家重点优抚对象定期补助人数(万人),小学生师比(教师人数=1),1573,0.684310337175
房地产住宅投资(亿元),村民委员会职工人数(人),城镇居民医疗保险基金收入(万元),中等职业学校招生数(万人),小学生师比(教师人数=1),2366,0.684245226887
固定资产投资(不含农户)房屋施工面积(万平方米),特殊教育毕业生数(万人),城镇居民医疗保险基金支出(万元),初中学校数(所),小学生师比(教师人数=1),1300,0.684227648041
博物馆参观人次(万人次),艺术表演团体演出场次(万场次),内资建筑业企业从业人员(万人),普通高中教职工数(万人),小学生师比(教师人数=1),2328,0.684171733221
全社会固定资产投资中其他资金(亿元),艺术表演团体演出场次(万场次),中国公民收养登记数(件),普通高中招生数(万人),小学生师比(教师人数=1),776,0.684169438588
房地产开发住宅投资额(亿元),林业总产值指数(上年=100)(%),建筑业城镇单位就业人员(万人),基层医疗卫生机构床位数(万张),小学生师比(教师人数=1),2839,0.684136831204
房地产业固定资产投资(不含农户)(亿元),特殊教育在校学生数(万人),建筑业城镇单位就业人员(万人),普通小学在校学生数(万人),小学生师比(教师人数=1),767,0.684107327398
固定资产投资(不含农户)(亿元),普通小学学校数(所),城镇居民医疗保险基金支出(万元),国家重点优抚对象定期补助人数(万人),小学生师比(教师人数=1),1781,0.684080867035
福利彩票销售额(亿元),农村集中供养五保人数(万人),城镇居民基本医疗保险年末参保人数(万人),镇数(个),小学生师比(教师人数=1),1091,0.684008171431
住宅商品房销售面积(万平方米),特殊教育在校学生数(万人),办公楼销售额(亿元),中等职业学校在校学生数(万人),小学生师比(教师人数=1),3024,0.683927337116
固定资产投资(不含农户)其他资金(亿元),特殊教育在校学生数(万人),公共图书馆参观展览人次(万人次),结婚登记(万对),小学生师比(教师人数=1),2275,0.683895839101
房地产开发住宅投资额(亿元),国有建筑业房屋施工面积(万平方米),中国公民收养登记数(件),基层医疗卫生机构床位数(万张),小学生师比(教师人数=1),1157,0.683876659039
1-5亿元房地产开发投资额(亿元),艺术表演团体演出场次(万场次),中国公民收养登记数(件),乡村人口(万人),小学生师比(教师人数=1),1335,0.683868082844
1-5亿元房地产开发投资额(亿元),乡村医生和卫生员数(万人),建筑业城镇单位就业人员(万人),普通高中招生数(万人),小学生师比(教师人数=1),2214,0.683709036524
房地产住宅投资(亿元),艺术表演团体国内演出场次(千场次),城镇居民基本医疗保险年末参保人数(万人),内地居民初婚登记(万人),小学生师比(教师人数=1),3057,0.683699042849
博物馆参观人次(万人次),特殊教育毕业生数(万人),中国公民收养登记数(件),内地居民初婚登记(万人),小学生师比(教师人数=1),1862,0.683677675014
固定资产投资(不含农户)房屋施工面积(万平方米),特殊教育招生数(万人),建筑业企业从业人员(万人),普通小学专任教师数(万人),小学生师比(教师人数=1),814,0.68367679653
住宅商品房销售面积(万平方米),机动脱粒机数量(台),国内外观设计专利申请授权量(项),普通高中学校数(所),小学生师比(教师人数=1),382,0.683620423085
房地产开发住宅投资额(亿元),林业总产值指数(上年=100)(%),城镇居民医疗保险基金收入(万元),普通高中在校学生数(万人),小学生师比(教师人数=1),2446,0.683579950146
房地产开发企业住宅新开工房屋面积(万平方米),农村集中供养五保人数(万人),城镇居民医疗保险基金支出(万元),普通高中在校学生数(万人),小学生师比(教师人数=1),105,0.683444262406
住宅商品房销售面积(万平方米),乡村医生和卫生员数(万人),建筑业城镇单位就业人员(万人),入院人数(万人),小学生师比(教师人数=1),1325,0.683435519242
房地产开发企业住宅新开工房屋面积(万平方米),艺术表演团体演出场次(万场次),城镇居民医疗保险基金累计结余(万元),初中学校数(所),小学生师比(教师人数=1),2485,0.68339149232
房地产住宅投资(亿元),艺术表演团体国内演出场次(千场次),城镇单位就业人员平均工资(元),普通高中专任教师数(万人),小学生师比(教师人数=1),602,0.683362567329
房地产开发住宅投资额(亿元),机动脱粒机数量(台),建筑业城镇单位就业人员(万人),普通小学教职工数(万人),小学生师比(教师人数=1),2831,0.683350357687
住宅房屋施工面积(万平方米),自治组织单位数(个),城镇居民医疗保险基金收入(万元),农村卫生机构床位数(万张),小学生师比(教师人数=1),2489,0.683338604499
房地产开发企业其他用途新开工房屋面积(万平方米),普通小学学校数(所),城镇居民医疗保险基金支出(万元),乡村人口(万人),小学生师比(教师人数=1),2711,0.683277600492
固定资产投资(不含农户)其他资金(亿元),特殊教育在校学生数(万人),公共图书馆参观展览人次(万人次),结婚登记(万对),小学生师比(教师人数=1),2276,0.683259141949
固定资产投资(不含农户)(亿元),艺术表演团体国内演出场次(千场次),国内外观设计专利申请授权量(项),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),320,0.683235953591
全社会住宅投资(亿元),自治组织单位数(个),家庭儿童收养登记总数(件),基层医疗卫生机构床位数(万张),小学生师比(教师人数=1),801,0.683231454712
固定资产投资(不含农户)(亿元),特殊教育招生数(万人),城镇居民医疗保险基金支出(万元),结婚登记(万对),小学生师比(教师人数=1),343,0.683188370259
全社会固定资产投资中其他资金(亿元),自治组织单位数(个),建筑业城镇单位就业人员(万人),农村卫生机构床位数(万张),小学生师比(教师人数=1),2628,0.683164845651
商品房销售面积(万平方米),乡镇数(个),城镇居民医疗保险基金累计结余(万元),普通小学专任教师数(万人),小学生师比(教师人数=1),2415,0.683104664413
固定资产投资(不含农户)房屋施工面积(万平方米),国有城镇单位就业人员工资总额指数(上年=100),公共图书馆参观展览人次(万人次),普通高中在校学生数(万人),小学生师比(教师人数=1),2037,0.683095216778
房地产开发企业其他用途新开工房屋面积(万平方米),村民委员会职工人数(人),建筑业城镇单位就业人员(万人),国家重点优抚对象(万人),小学生师比(教师人数=1),676,0.683034989313
教育城镇单位就业人员工资总额(亿元),普通小学学校数(所),内资建筑业企业从业人员(万人),普通高中教职工数(万人),小学生师比(教师人数=1),705,0.682964383014
房地产住宅投资(亿元),国有建筑业房屋施工面积(万平方米),城镇居民医疗保险基金收入(万元),中等职业学校在校学生数(万人),小学生师比(教师人数=1),2497,0.682947541446
博物馆参观人次(万人次),艺术表演团体演出场次(万场次),家庭儿童收养登记总数(件),内地居民登记结婚(万对),小学生师比(教师人数=1),952,0.682899000196
固定资产投资(不含农户)其他资金(亿元),机动脱粒机数量(台),国内外观设计专利申请受理量(项),内地居民初婚登记(万人),小学生师比(教师人数=1),2717,0.682826175323
固定资产投资(不含农户)其他资金(亿元),机动脱粒机数量(台),国内外观设计专利申请受理量(项),内地居民初婚登记(万人),小学生师比(教师人数=1),2719,0.682826175323
1-5亿元房地产开发投资额(亿元),特殊教育招生数(万人),建筑业城镇单位就业人员(万人),医疗卫生机构出院人数(万人),小学生师比(教师人数=1),3181,0.682814258975
固定资产投资(不含农户)(亿元),艺术表演团体国内演出场次(千场次),国内外观设计专利申请授权量(项),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),321,0.682797217374
房屋施工面积(万平方米),农村集中供养五保人数(万人),城镇居民基本医疗保险年末参保人数(万人),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),2139,0.682614340357
固定资产投资(不含农户)房屋施工面积(万平方米),普通小学学校数(所),国内外观设计专利申请授权量(项),蔬菜播种面积(千公顷),小学生师比(教师人数=1),1450,0.682599986871
房地产开发企业其他用途新开工房屋面积(万平方米),艺术表演团体国内演出场次(千场次),国内外观设计专利申请受理量(项),国家重点优抚对象定期补助人数(万人),小学生师比(教师人数=1),1261,0.682577153174
博物馆参观人次(万人次),自治组织单位数(个),办公楼销售额(亿元),初中学校数(所),小学生师比(教师人数=1),1501,0.682544344692
公路客运量(万人),艺术表演团体国内演出场次(千场次),办公楼销售额(亿元),普通小学毕业生数(万人),小学生师比(教师人数=1),2343,0.682538447503
博物馆参观人次(万人次),其他办的村卫生室个数(个),国内外观设计专利申请受理量(项),普通高中专任教师数(万人),小学生师比(教师人数=1),744,0.682525090143
城镇住宅投资(亿元),艺术表演团体国内演出场次(千场次),建筑业城镇单位就业人员工资总额(亿元),内地居民初婚登记(万人),小学生师比(教师人数=1),2124,0.68246247939
固定资产投资(不含农户)其他资金(亿元),国有城镇单位就业人员工资总额指数(上年=100),建筑业城镇单位就业人员(万人),普通小学毕业生数(万人),小学生师比(教师人数=1),917,0.682198251992
新注册民用载客汽车拥有量(万辆),艺术表演团体演出场次(万场次),国内外观设计专利申请受理量(项),乡村人口(万人),小学生师比(教师人数=1),2671,0.682131853723
全社会固定资产投资中其他资金(亿元),艺术表演团体机构数(个),国内外观设计专利申请受理量(项),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),506,0.682107947944
博物馆参观人次(万人次),艺术表演团体国内演出场次(千场次),中国公民收养登记数(件),基层医疗卫生机构床位数(万张),小学生师比(教师人数=1),746,0.682073006243
全社会住宅投资(亿元),特殊教育招生数(万人),公共图书馆参观展览人次(万人次),公路旅客周转量(亿人公里),小学生师比(教师人数=1),1703,0.682068599055
固定资产投资(不含农户)其他资金(亿元),农村集中供养五保人数(万人),城镇居民基本医疗保险年末参保人数(万人),国家重点优抚对象定期补助人数(万人),小学生师比(教师人数=1),952,0.682048214793
博物馆参观人次(万人次),普通小学学校数(所),城镇居民基本医疗保险年末参保人数(万人),结婚登记(万对),小学生师比(教师人数=1),911,0.682012893844
内资房地产开发企业个数(个),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金累计结余(万元),医疗卫生机构出院人数(万人),小学生师比(教师人数=1),3050,0.681991384149
内资房地产开发企业个数(个),艺术表演团体国内演出场次(千场次),城镇居民医疗保险基金累计结余(万元),医疗卫生机构出院人数(万人),小学生师比(教师人数=1),3049,0.681991384149
商品房销售面积(万平方米),特殊教育在校学生数(万人),建筑业城镇单位就业人员(万人),初中招生数(万人),小学生师比(教师人数=1),1044,0.681968692795
城镇住宅投资(亿元),普通小学学校数(所),城镇居民医疗保险基金收入(万元),乡村人口(万人),小学生师比(教师人数=1),1815,0.681959123434
固定资产投资(不含农户)其他资金(亿元),农村集中供养五保人数(万人),城镇单位就业人员平均工资(元),普通高中招生数(万人),小学生师比(教师人数=1),1397,0.681946265633
餐饮业企业所有者权益合计(亿元),普通小学学校数(所),中国公民收养登记数(件),国家重点优抚对象定期补助人数(万人),小学生师比(教师人数=1),1791,0.681896808893
餐饮业企业所有者权益合计(亿元),普通小学学校数(所),中国公民收养登记数(件),国家重点优抚对象定期补助人数(万人),小学生师比(教师人数=1),1792,0.681896808893
房屋施工面积(万平方米),艺术表演团体演出场次(万场次),建筑业城镇单位就业人员(万人),中等职业学校在校学生数(万人),小学生师比(教师人数=1),632,0.681800933686
房屋施工面积(万平方米),艺术表演团体演出场次(万场次),建筑业城镇单位就业人员(万人),中等职业学校在校学生数(万人),小学生师比(教师人数=1),634,0.681800933686
房地产住宅投资(亿元),艺术表演团体国内演出场次(千场次),城镇单位就业人员平均工资(元),内地居民初婚登记(万人),小学生师比(教师人数=1),3056,0.681756459129
餐饮业企业所有者权益合计(亿元),乡镇数(个),城镇居民医疗保险基金收入(万元),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),413,0.681744334571
固定资产投资(不含农户)(亿元),艺术表演团体国内演出场次(千场次),建筑业城镇单位就业人员工资总额(亿元),镇数(个),小学生师比(教师人数=1),241,0.681722941347
住宅商品房销售面积(万平方米),普通小学学校数(所),城镇单位就业人员平均工资(元),普通高中在校学生数(万人),小学生师比(教师人数=1),2118,0.681699534458
房地产业全社会固定资产投资(亿元),新注册民用中型载客汽车拥有量(万辆),建筑业城镇单位就业人员(万人),国家重点优抚对象定期补助人数(万人),小学生师比(教师人数=1),2112,0.68160901422
固定资产投资(不含农户)住宅施工面积(万平方米),艺术表演团体国内演出场次(千场次),办公楼销售额(亿元),国家重点优抚对象(万人),政府办医院病床使用率(%),2145,0.681601351573
固定资产投资(不含农户)房屋施工面积(万平方米),乡镇数(个),城镇居民医疗保险基金收入(万元),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),410,0.681513052095
房地产住宅投资(亿元),特殊教育在校学生数(万人),城镇居民医疗保险基金累计结余(万元),内地居民初婚登记(万人),小学生师比(教师人数=1),3063,0.681484817953
新注册民用小型载客汽车拥有量(万辆),艺术表演团体国内演出场次(千场次),城镇单位就业人员平均工资(元),普通高中在校学生数(万人),小学生师比(教师人数=1),2989,0.681455428496
房地产开发企业住宅新开工房屋面积(万平方米),普通小学学校数(所),内资建筑业企业从业人员(万人),国家重点优抚对象定期补助人数(万人),小学生师比(教师人数=1),1783,0.68145271202
房地产住宅投资(亿元),村民委员会职工人数(人),城镇居民医疗保险基金收入(万元),内地居民登记结婚(万对),小学生师比(教师人数=1),2372,0.681449873482
房地产开发企业住宅新开工房屋面积(万平方米),普通小学学校数(所),办公楼销售额(亿元),医疗卫生机构出院人数(万人),小学生师比(教师人数=1),37,0.68140151007
全社会住宅投资(亿元),乡村医生和卫生员数(万人),国内外观设计专利申请受理量(项),镇数(个),小学生师比(教师人数=1),2688,0.68136979473
建筑业增加值(亿元),机动脱粒机数量(台),城镇居民基本医疗保险年末参保人数(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),1845,0.681340291327
1-5亿元房地产开发投资额(亿元),乡村医生和卫生员数(万人),建筑业城镇单位就业人员(万人),基层医疗卫生机构床位数(万张),小学生师比(教师人数=1),696,0.681336348235
1-5亿元房地产开发投资额(亿元),乡镇数(个),城镇居民医疗保险基金收入(万元),国家重点优抚对象定期补助人数(万人),小学生师比(教师人数=1),845,0.68129445749
固定资产投资(不含农户)其他资金(亿元),特殊教育在校学生数(万人),国内外观设计专利申请授权量(项),结婚登记(万对),小学生师比(教师人数=1),2272,0.681251521507
房地产开发住宅投资额(亿元),特殊教育在校学生数(万人),城镇居民基本医疗保险年末参保人数(万人),普通高中在校学生数(万人),小学生师比(教师人数=1),1919,0.68123822686
房地产开发企业住宅新开工房屋面积(万平方米),村民委员会数(个),城镇居民医疗保险基金支出(万元),中等职业学校在校学生数(万人),小学生师比(教师人数=1),2289,0.681186621411
公路客运量(万人),机动脱粒机数量(台),城镇居民基本医疗保险年末参保人数(万人),普通高中招生数(万人),小学生师比(教师人数=1),2581,0.681050647573
福利彩票销售额(亿元),林业总产值指数(上年=100)(%),建筑业城镇单位就业人员(万人),内地居民初婚登记(万人),小学生师比(教师人数=1),2478,0.681039869908
福利彩票销售额(亿元),林业总产值指数(上年=100)(%),建筑业城镇单位就业人员(万人),内地居民初婚登记(万人),小学生师比(教师人数=1),2481,0.681039869908
商品房销售面积(万平方米),林业总产值指数(上年=100)(%),城镇居民医疗保险基金支出(万元),乡村人口(万人),小学生师比(教师人数=1),2713,0.680993065905
新注册民用汽车拥有量(万辆),自动气象站站点个数(个),国内外观设计专利申请授权量(项),基层医疗卫生机构床位数(万张),小学生师比(教师人数=1),2269,0.680952320668
房地产住宅投资(亿元),农村集中供养五保人数(万人),城镇单位就业人员平均工资(元),普通小学专任教师数(万人),小学生师比(教师人数=1),2959,0.680944295573
内资房地产开发企业个数(个),村民委员会数(个),建筑业企业从业人员(万人),初中毕业生数(万人),小学生师比(教师人数=1),3155,0.68091866074
新注册民用小型载客汽车拥有量(万辆),农村集中供养五保人数(万人),中国公民收养登记数(件),普通高等学校无职称专任教师数(万人),小学生师比(教师人数=1),2734,0.680874545653
房地产开发企业住宅新开工房屋面积(万平方米),特殊教育在校学生数(万人),中国公民收养登记数(件),医疗卫生机构出院人数(万人),小学生师比(教师人数=1),1366,0.680860125592
全社会住宅投资(亿元),特殊教育毕业生数(万人),城镇居民基本医疗保险年末参保人数(万人),国家重点优抚对象(万人),小学生师比(教师人数=1),1381,0.680793184244
住宅商品房销售面积(万平方米),特殊教育在校学生数(万人),内资建筑业企业从业人员(万人),蔬菜播种面积(千公顷),小学生师比(教师人数=1),2553,0.680758072369
教育城镇单位就业人员工资总额(亿元),特殊教育毕业生数(万人),城镇单位就业人员平均工资(元),初中学校数(所),小学生师比(教师人数=1),1493,0.680737873992
教育城镇单位就业人员工资总额(亿元),特殊教育毕业生数(万人),城镇单位就业人员平均工资(元),初中学校数(所),小学生师比(教师人数=1),1491,0.680737873992
公路客运量(万人),特殊教育招生数(万人),国内外观设计专利申请授权量(项),结婚登记(万对),小学生师比(教师人数=1),59,0.680722610994
福利彩票销售额(亿元),艺术表演团体国内演出场次(千场次),城镇居民基本医疗保险年末参保人数(万人),普通高中专任教师数(万人),小学生师比(教师人数=1),1232,0.680712902106
餐饮业企业所有者权益合计(亿元),其他办的村卫生室个数(个),家庭儿童收养登记总数(件),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),3009,0.680447315299
房地产住宅投资(亿元),自治组织单位数(个),中国公民收养登记数(件),国家重点优抚对象(万人),政府办医院病床工作日(日),1119,0.680402626846
