f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,num,validation
房地产开发企业住宅新开工房屋面积(万平方米),国内外观设计专利申请受理量(项),普通高中在校学生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),285,0.787106902207
房地产住宅投资(亿元),内资建筑业企业从业人员(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),基层医疗卫生机构床位数(万张),新注册民用中型载客汽车拥有量(万辆),福利彩票销售额(亿元),2814,0.787019139441
房地产住宅投资(亿元),建筑业城镇单位就业人员(万人),初中学校数(所),小学生师比(教师人数=1),国有城镇单位就业人员工资总额指数(上年=100),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),农村卫生机构床位数(万张),办公楼销售额(亿元),城镇居民医疗保险基金支出(万元),951,0.787011151837
1-5亿元房地产开发投资额(亿元),建筑业城镇单位就业人员(万人),初中学校数(所),小学生师比(教师人数=1),乡镇数(个),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),社会组织女性职工人数(人),1987,0.786939669529
全社会住宅投资(亿元),建筑业城镇单位就业人员(万人),普通高中招生数(万人),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),村民委员会单位数(个),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金收入(万元),923,0.786875129751
房地产开发企业住宅新开工房屋面积(万平方米),中国公民收养登记数(件),新注册民用轻型载货汽车拥有量(万辆),小学生师比(教师人数=1),自动气象站站点个数(个),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),城镇单位就业人员平均工资(元),国有建筑业房屋施工面积(万平方米),2934,0.78685640579
全社会住宅投资(亿元),建筑业城镇单位就业人员(万人),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),公共图书馆参观展览人次(万人次),600,0.786852257031
房地产开发住宅投资额(亿元),建筑业城镇单位就业人员(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),农村卫生机构床位数(万张),办公楼销售额(亿元),福利彩票提取公益金(亿元),1761,0.78685080977
固定资产投资(不含农户)住宅施工面积(万平方米),建筑业城镇单位就业人员(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),乡镇数(个),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),新注册民用中型载客汽车拥有量(万辆),福利彩票提取公益金(亿元),1414,0.786782102104
房地产住宅投资(亿元),内资建筑业企业从业人员(万人),入院人数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),新注册民用中型载客汽车拥有量(万辆),公路旅客周转量(亿人公里),2796,0.786771848973
城镇住宅投资(亿元),建筑业城镇单位就业人员(万人),普通小学教职工数(万人),小学生师比(教师人数=1),乡镇数(个),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),社会组织女性职工人数(人),2586,0.786687849634
1-5亿元房地产开发投资额(亿元),国内外观设计专利申请受理量(项),乡村人口(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),城镇居民医疗保险基金支出(万元),1906,0.786680870652
房地产开发企业住宅新开工房屋面积(万平方米),中国公民收养登记数(件),普通高中学校数(所),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),办公楼销售额(亿元),福利彩票销售额(亿元),703,0.786652954524
房地产开发住宅投资额(亿元),内资建筑业企业从业人员(万人),乡村人口(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),国有建筑业房屋施工面积(万平方米),1270,0.786631889285
住宅房屋施工面积(万平方米),建筑业城镇单位就业人员(万人),普通小学在校学生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),公共图书馆参观展览人次(万人次),454,0.786595377722
房地产开发住宅投资额(亿元),中国公民收养登记数(件),普通高中学校数(所),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),镇数(个),新注册民用中型载客汽车拥有量(万辆),城镇居民基本医疗保险年末参保人数(万人),2744,0.786546384095
全社会住宅投资(亿元),国内外观设计专利申请受理量(项),内地居民初婚登记(万人),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),城镇居民医疗保险基金收入(万元),2660,0.786505333947
房地产业固定资产投资(不含农户)(亿元),建筑业城镇单位就业人员(万人),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),社会组织女性职工人数(人),2581,0.786433549779
房地产业固定资产投资(不含农户)(亿元),建筑业城镇单位就业人员(万人),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),社会组织女性职工人数(人),2578,0.786433549779
房地产业全社会固定资产投资(亿元),建筑业城镇单位就业人员(万人),内地居民登记结婚(万对),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),村民委员会单位数(个),林业总产值指数(上年=100)(%),城镇居民基本医疗保险年末参保人数(万人),2543,0.786331018438
房地产住宅投资(亿元),内资建筑业企业从业人员(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体机构数(个),鲜菜类居民消费价格指数(上年=100),基层医疗卫生机构床位数(万张),新注册民用中型载客汽车拥有量(万辆),福利彩票销售额(亿元),2811,0.786187336071
固定资产投资(不含农户)(亿元),建筑业城镇单位就业人员(万人),中等职业学校毕业生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),160,0.786185347096
1-5亿元房地产开发投资额(亿元),建筑业城镇单位就业人员(万人),普通小学招生数(万人),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),城镇单位就业人员平均工资(元),城镇居民基本医疗保险年末参保人数(万人),1044,0.786165850969
房地产住宅投资(亿元),内资建筑业企业从业人员(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),镇数(个),新注册民用中型载客汽车拥有量(万辆),公路旅客周转量(亿人公里),2784,0.786138516712
房地产住宅投资(亿元),内资建筑业企业从业人员(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),镇数(个),新注册民用中型载客汽车拥有量(万辆),公路旅客周转量(亿人公里),2782,0.786138516712
教育城镇单位就业人员工资总额(亿元),建筑业城镇单位就业人员(万人),新注册民用轻型载货汽车拥有量(万辆),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),福利彩票提取公益金(亿元),2378,0.786097281636
全社会住宅投资(亿元),建筑业城镇单位就业人员(万人),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),自动气象站站点个数(个),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),公共图书馆参观展览人次(万人次),596,0.786077216006
固定资产投资(不含农户)住宅施工面积(万平方米),国内外观设计专利申请受理量(项),初中招生数(万人),小学生师比(教师人数=1),乡镇数(个),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),城镇居民医疗保险基金收入(万元),1872,0.786073987841
房地产住宅投资(亿元),中国公民收养登记数(件),普通高中毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),基层医疗卫生机构床位数(万张),新注册民用中型载客汽车拥有量(万辆),城镇居民基本医疗保险年末参保人数(万人),2821,0.786062000328
房地产住宅投资(亿元),建筑业企业从业人员(万人),普通小学毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),新注册民用中型载客汽车拥有量(万辆),城镇居民基本医疗保险年末参保人数(万人),676,0.78605588765
房地产住宅投资(亿元),国内外观设计专利申请受理量(项),普通小学学校数(所),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),新注册民用中型载客汽车拥有量(万辆),国有建筑业房屋施工面积(万平方米),669,0.786040384181
房地产住宅投资(亿元),国内外观设计专利申请受理量(项),普通小学学校数(所),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),新注册民用中型载客汽车拥有量(万辆),国有建筑业房屋施工面积(万平方米),670,0.786040384181
住宅房屋施工面积(万平方米),建筑业城镇单位就业人员(万人),普通小学在校学生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),公共图书馆参观展览人次(万人次),455,0.786033030372
固定资产投资(不含农户)住宅施工面积(万平方米),国内外观设计专利申请授权量(项),普通小学招生数(万人),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),城镇居民基本医疗保险年末参保人数(万人),1931,0.785851405762
房地产开发住宅投资额(亿元),国内外观设计专利申请受理量(项),蔬菜播种面积(千公顷),小学生师比(教师人数=1),自动气象站站点个数(个),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),国有建筑业房屋施工面积(万平方米),2943,0.785818652219
房地产住宅投资(亿元),家庭儿童收养登记总数(件),入院人数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),社会组织女性职工人数(人),2449,0.785805099186
房地产开发住宅投资额(亿元),建筑业城镇单位就业人员(万人),中等职业学校获得职业资格证书毕业生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会数(个),办公楼销售额(亿元),城镇居民医疗保险基金收入(万元),2977,0.785801809233
固定资产投资(不含农户)其他资金(亿元),建筑业城镇单位就业人员工资总额(亿元),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),基层医疗卫生机构床位数(万张),林业总产值指数(上年=100)(%),城镇居民医疗保险基金收入(万元),1311,0.785782671732
新注册民用小型载客汽车拥有量(万辆),国内外观设计专利申请受理量(项),初中毕业生数(万人),小学生师比(教师人数=1),乡镇数(个),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),普通高等学校无职称专任教师数(万人),1850,0.785779133407
住宅房屋施工面积(万平方米),内资建筑业企业从业人员(万人),新注册民用轻型载货汽车拥有量(万辆),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),新注册民用中型载客汽车拥有量(万辆),国有建筑业房屋施工面积(万平方米),1460,0.785758847509
1-5亿元房地产开发投资额(亿元),建筑业城镇单位就业人员(万人),中等职业学校预计毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),村民委员会单位数(个),城镇单位就业人员平均工资(元),社会组织女性职工人数(人),614,0.785757039616
住宅房屋施工面积(万平方米),家庭儿童收养登记总数(件),初中毕业生数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),普通高等学校无职称专任教师数(万人),1843,0.785713959346
房地产住宅投资(亿元),内资建筑业企业从业人员(万人),中等职业学校招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),基层医疗卫生机构床位数(万张),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金累计结余(万元),2807,0.785586634088
固定资产投资(不含农户)(亿元),建筑业城镇单位就业人员(万人),蔬菜播种面积(千公顷),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),公路旅客周转量(亿人公里),705,0.78555331004
住宅商品房销售面积(万平方米),建筑业城镇单位就业人员(万人),蔬菜播种面积(千公顷),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),村民委员会数(个),办公楼销售额(亿元),城镇居民基本医疗保险年末参保人数(万人),498,0.785526311812
住宅房屋施工面积(万平方米),中国公民收养登记数(件),普通小学教职工数(万人),小学生师比(教师人数=1),其他办的村卫生室个数(个),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),国有建筑业房屋施工面积(万平方米),2531,0.785495997747
房地产业全社会固定资产投资(亿元),中国公民收养登记数(件),入院人数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),社会组织女性职工人数(人),3170,0.78549096302
住宅房屋施工面积(万平方米),国内外观设计专利申请受理量(项),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),基层医疗卫生机构床位数(万张),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),338,0.78546629058
住宅房屋施工面积(万平方米),国内外观设计专利申请受理量(项),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),基层医疗卫生机构床位数(万张),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),339,0.78546629058
城镇住宅投资(亿元),建筑业城镇单位就业人员(万人),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),公共图书馆参观展览人次(万人次),157,0.785462217455
博物馆参观人次(万人次),建筑业城镇单位就业人员工资总额(亿元),初中学校数(所),小学生师比(教师人数=1),国有城镇单位就业人员工资总额指数(上年=100),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),城镇居民医疗保险基金支出(万元),1325,0.785403980574
博物馆参观人次(万人次),建筑业城镇单位就业人员工资总额(亿元),初中学校数(所),小学生师比(教师人数=1),国有城镇单位就业人员工资总额指数(上年=100),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),城镇居民医疗保险基金支出(万元),1327,0.785403980574
房地产开发企业住宅新开工房屋面积(万平方米),中国公民收养登记数(件),初中毕业生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),692,0.785388137459
房地产开发企业住宅新开工房屋面积(万平方米),中国公民收养登记数(件),初中毕业生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),694,0.785388137459
商品房销售面积(万平方米),内资建筑业企业从业人员(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),城镇单位就业人员平均工资(元),国有建筑业房屋施工面积(万平方米),2923,0.785365553501
房地产业全社会固定资产投资(亿元),建筑业企业从业人员(万人),蔬菜播种面积(千公顷),小学生师比(教师人数=1),国有城镇单位就业人员工资总额指数(上年=100),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),国有建筑业房屋施工面积(万平方米),207,0.785353784129
内资房地产开发企业个数(个),建筑业城镇单位就业人员(万人),医疗卫生机构门诊健康检查人数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),新注册民用中型载客汽车拥有量(万辆),福利彩票提取公益金(亿元),2792,0.78534458341
房地产住宅投资(亿元),家庭儿童收养登记总数(件),普通高中在校学生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),基层医疗卫生机构床位数(万张),新注册民用中型载客汽车拥有量(万辆),城镇居民基本医疗保险年末参保人数(万人),2820,0.785295530053
1-5亿元房地产开发投资额(亿元),中国公民收养登记数(件),普通高中专任教师数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),城镇单位就业人员平均工资(元),福利彩票提取公益金(亿元),409,0.785270935278
房地产开发住宅投资额(亿元),建筑业企业从业人员(万人),普通小学在校学生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),公路旅客周转量(亿人公里),688,0.7852626418
商品房销售面积(万平方米),中国公民收养登记数(件),医疗卫生机构门诊健康检查人数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),社会组织女性职工人数(人),3187,0.785232154305
房地产开发住宅投资额(亿元),建筑业城镇单位就业人员(万人),普通高中教职工数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),公路旅客周转量(亿人公里),695,0.785181011796
房地产开发企业住宅新开工房屋面积(万平方米),家庭儿童收养登记总数(件),中等职业学校在校学生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会数(个),办公楼销售额(亿元),城镇居民基本医疗保险年末参保人数(万人),526,0.785152503645
固定资产投资(不含农户)房屋施工面积(万平方米),内资建筑业企业从业人员(万人),内地居民初婚登记(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),新注册民用中型载客汽车拥有量(万辆),社会组织女性职工人数(人),1621,0.785125803608
1-5亿元房地产开发投资额(亿元),建筑业企业从业人员(万人),初中学校数(所),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),社会组织女性职工人数(人),1992,0.785086518961
全社会固定资产投资中其他资金(亿元),建筑业城镇单位就业人员(万人),普通高中招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),城镇居民医疗保险基金支出(万元),1948,0.785011099953
房地产住宅投资(亿元),家庭儿童收养登记总数(件),普通小学招生数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),农村集中供养五保人数(万人),城镇单位就业人员平均工资(元),社会组织女性职工人数(人),399,0.784997403642
1-5亿元房地产开发投资额(亿元),内资建筑业企业从业人员(万人),结婚登记(万对),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),城镇居民基本医疗保险年末参保人数(万人),1037,0.784947493547
固定资产投资(不含农户)其他资金(亿元),建筑业城镇单位就业人员(万人),入院人数(万人),小学生师比(教师人数=1),国有城镇单位就业人员工资总额指数(上年=100),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),农村集中供养五保人数(万人),林业总产值指数(上年=100)(%),城镇居民基本医疗保险年末参保人数(万人),2125,0.784858469213
固定资产投资(不含农户)其他资金(亿元),建筑业城镇单位就业人员(万人),入院人数(万人),小学生师比(教师人数=1),国有城镇单位就业人员工资总额指数(上年=100),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),农村集中供养五保人数(万人),林业总产值指数(上年=100)(%),城镇居民基本医疗保险年末参保人数(万人),2126,0.784858469213
地方财政医疗卫生支出(亿元),国内外观设计专利申请授权量(项),普通小学招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),城镇单位就业人员平均工资(元),城镇居民医疗保险基金收入(万元),70,0.784829084209
地方财政医疗卫生支出(亿元),内资建筑业企业从业人员(万人),普通小学招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),1296,0.784778876885
地方财政医疗卫生支出(亿元),内资建筑业企业从业人员(万人),普通小学招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),1294,0.784778876885
房地产开发企业住宅新开工房屋面积(万平方米),国内外观设计专利申请授权量(项),普通高中学校数(所),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),镇数(个),办公楼销售额(亿元),城镇居民基本医疗保险年末参保人数(万人),1638,0.784770642391
固定资产投资(不含农户)房屋施工面积(万平方米),国内外观设计专利申请授权量(项),初中毕业生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会职工人数(人),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),2713,0.784698398427
1-5亿元房地产开发投资额(亿元),建筑业城镇单位就业人员(万人),医疗卫生机构出院人数(万人),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),办公楼销售额(亿元),城镇居民医疗保险基金支出(万元),1698,0.784690458255
固定资产投资(不含农户)住宅施工面积(万平方米),内资建筑业企业从业人员(万人),中等职业学校在校学生数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),镇数(个),办公楼销售额(亿元),国有建筑业房屋施工面积(万平方米),2738,0.784624461698
房地产开发企业其他用途新开工房屋面积(万平方米),内资建筑业企业从业人员(万人),新注册民用轻型载货汽车拥有量(万辆),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),城镇单位就业人员平均工资(元),城镇居民医疗保险基金收入(万元),1528,0.784618195315
全社会住宅投资(亿元),建筑业城镇单位就业人员(万人),内地居民初婚登记(万人),小学生师比(教师人数=1),自动气象站站点个数(个),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),国有建筑业房屋施工面积(万平方米),975,0.784577530698
住宅房屋施工面积(万平方米),建筑业城镇单位就业人员(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),城镇居民基本医疗保险年末参保人数(万人),1288,0.784527874418
固定资产投资(不含农户)(亿元),家庭儿童收养登记总数(件),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),农村集中供养五保人数(万人),新注册民用中型载客汽车拥有量(万辆),公路旅客周转量(亿人公里),2187,0.784476593759
房地产开发住宅投资额(亿元),建筑业城镇单位就业人员(万人),结婚登记(万对),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),镇数(个),办公楼销售额(亿元),城镇居民医疗保险基金收入(万元),2975,0.784396977324
全社会住宅投资(亿元),国内外观设计专利申请受理量(项),结婚登记(万对),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),镇数(个),办公楼销售额(亿元),普通高等学校无职称专任教师数(万人),674,0.784357413687
商品房销售面积(万平方米),中国公民收养登记数(件),普通小学教职工数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),社会组织女性职工人数(人),3185,0.784355521499
全社会住宅投资(亿元),建筑业城镇单位就业人员(万人),普通小学教职工数(万人),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),福利彩票销售额(亿元),4,0.784314478639
